signal box	0000029872
busy signal	0000004224
tangibly	0000032765-001
blazing	0000003181
obligatory	0000022294
unambiguous	0000034610
bigamous	0000002945
ambiguous	0000000940
gambit	0000013257
bigamy	0000002946
rowing boat	0000028110
boating	0000003369
barring	0000002460
batting	0000002551
Bangkok	0000002340
globally	0000013739
global	0000013736
globular	0000013744
gambol	0000013261
lumbago	0000019343
bologna	0000003435
bungalow	0000004117
burglar	0000004150
burglary	0000004153
bang	0000002337	0000002338
brown sugar	0000003965
gunboat	0000014453
bang-up	0000002343
postbag	0000025113
tugboat	0000034355
garb	0000013294
grab	0000014002
brag	0000003686
bah	0000002229
Turkish bath	0000034399
homophobia	0000015522
hairbrush	0000014554
hash browns	0000014820
British Rail	0000003884
brinkmanship	0000003860
brinksmanship	0000003860
amphibious	0000001011
inhabit	0000016801
hijab	0000015295
kohlrabi	0000018135
birthmark	0000003071
thumbnail	0000033453
hobnail	0000015395
biathlon	0000002917
nailbrush	0000021445
labyrinth	0000018193
hospitably	0000015640-001
abolish	0000000061
halibut	0000014611
Brahmin	0000003688
paintbrush	0000023297
banish	0000002344
-phobia	0000024256
phobia	0000024255
airbrush	0000000653
habit	0000014518
blah	0000003150
mothball	0000021114
ballyhoo	0000002298
honourably	0000015556-001
honorably	0000015548-001
urban myth	0000035374
Bushman	0000004190
subhuman	0000032017
bathroom	0000002533
Brahms	0000003689
ambush	0000000950
Bhutan	0000002912
showboat	0000029716
barhop	0000002418
abhor	0000000041
harbor	0000014737
harbour	0000014737
brash	0000003724
bash	0000002485
baths	0000002535
washtub	0000036175
bath	0000002524
Bath	0000002525
irritability	0000017441
pliability	0000024713
liability	0000018684
immutability	0000016188
mobilization	0000020819
abolitionist	0000000063
instability	0000016976
inability	0000016341
suitability	0000032170
viability	0000035716
jubilation	0000017797
basilisk	0000002494
alibi	0000000770
brilliantly	0000003853-001
subliminal	0000032031
implausibly	0000016252-001
brilliant	0000003853
binomial	0000003020
symbolization	0000032581
ambitiously	0000000943-001
tribalism	0000034171
mutability	0000021383
bulimia	0000004062
abolition	0000000062
tribulation	0000034175
libation	0000018690
Bolivian	0000003433
sibilant	0000029790
portability	0000025059
Bolivia	0000003432
irritably	0000017442-001
stability	0000031313
ability	0000000046
ambition	0000000942
ambitious	0000000943
Nairobi	0000021451
attribution	0000001903
vibration	0000035724
Britain	0000003871
jubilant	0000017796
lambskin	0000018243
point-blank	0000024818
akimbo	0000000709
batik	0000002538
Bali	0000002266
bail	0000002233	0000002234
playbill	0000024653
lip balm	0000018905
balloonist	0000002287
ballpoint	0000002294
pinball	0000024454
pillar box	0000024433
spitball	0000031096
plausibly	0000024649-001
syllabi	0000032566
somnambulist	0000030722
absolutism	0000000107
mailbox	0000019565
labor union	0000018188
albino	0000000739
absolution	0000000106
ablutions	0000000053
tribunal	0000034176
Istanbul	0000017488
Libyan	0000018717
laborious	0000018186
parboil	0000023507
salubrious	0000028434
orbital	0000022789
bailout	0000002236
Libra	0000018712
library	0000018714
tribal	0000034170
brutality	0000003985
burial	0000004156
Brazil	0000003749
basil	0000002492
suitably	0000032172
Libya	0000018716
Mumbai	0000021312
brainstorm	0000003700
biomass	0000003037
baptism	0000002376
bitmap	0000003095
barium	0000002421
ambit	0000000941
Bostonian	0000003584
Bosnian	0000003576
absorption	0000000114
probation	0000025644
abortion	0000000069
bassoonist	0000002511
paintbox	0000023296
rainbow	0000026519
bus station	0000004213
substation	0000032078
bastion	0000002517
botanist	0000003589
obtain	0000022335
brain	0000003693
Brian	0000003813
brain trust	0000003704
Brittany	0000003887
urbanity	0000035371
vibrant	0000035721
binary	0000003013
brainy	0000003708
basin	0000002495
barrio	0000002461
vibrator	0000035726
isobar	0000017472
obituary	0000022281
vibrato	0000035725
Baptist	0000002378
briar	0000003814
tributary	0000034178
Airbus	0000000654
bias	0000002915
basis	0000002496
bassist	0000002509
bait	0000002237
jab	0000017529
jamb	0000017564
banjo	0000002347
bookmark	0000003507
balk	0000002267
bankroll	0000002364
blankly	0000003164
bookstall	0000003513
blank	0000003160
bulwark	0000004099
baulk	0000002565
Kabul	0000017901
bank	0000002348	0000002349	0000002350
bankrupt	0000002365
passbook	0000023624
bark	0000002423	0000002424
burka	0000004158
bask	0000002497
lab	0000018175
Lab	0000018176
ball	0000002271	0000002272
lullaby	0000019342
ballroom	0000002296
blowlamp	0000003299
balloon	0000002285
snowball	0000030503
ballot	0000002289
tallboy	0000032741
pull tab	0000026067
brutally	0000003987
syllabus	0000032570
lamb	0000018240
balm	0000002299
subnormal	0000032042
aplomb	0000001327
status symbol	0000031494
lumbar	0000019344
album	0000000740
balmy	0000002300
buoyantly	0000004136-001
notably	0000022118
blazon	0000003182
playboy	0000024654
labor	0000018180
labour	0000018180	0000018189
abruptly	0000000089-001
burlap	0000004159
brutal	0000003984
tubular	0000034344
Blu-ray	0000003337
brawl	0000003740
slab	0000030160
blast	0000003172
bawl	0000002568
bylaw	0000004269
ably	0000000054
MBA	0000020069
mambo	0000019667
barnstorm	0000002436
motorboat	0000021148
barroom	0000002463
wombat	0000036941
substratum	0000032082
Burma	0000004162
rumba	0000028188
barmy	0000002432
nab	0000021437
ban	0000002313
NBA	0000021592
banns	0000002370
Bunyan	0000004133
brontosaurus	0000003926
bassoon	0000002510
baron	0000002440
about-turn	0000000074
turnabout	0000034404
runabout	0000028204
barony	0000002444
baton	0000002540
buoyant	0000004136
botany	0000003590
barn	0000002433
bran	0000003713
turban	0000034384
urban	0000035369
auburn	0000001910
brawn	0000003742
brawny	0000003743
AOB	0000001304
boa	0000003351
bootstraps	0000003546
soapbox	0000030547
roustabout	0000028093
rowboat	0000028104
taboo	0000032659
top brass	0000033786
boar	0000003353
arbor	0000001484
arbour	0000001484	0000001488
barrow	0000002464
abort	0000000068
bravo	0000003738
borax	0000003552
boast	0000003364
boat	0000003366
about	0000000072
bayou	0000002576
abrupt	0000000089
bypass	0000004272
burqa	0000004174
bra	0000003679
bar	0000002380
bursar	0000004180
brass	0000003726
brassy	0000003732
Bart	0000002465	0000002466
brat	0000003733
bray	0000003744
Braz	0000003745
ABS	0000000091
abs	0000000090
bass	0000002505	0000002506
abyss	0000000137
stab	0000031311
subway	0000032102
buzz saw	0000004260
swab	0000032445
TBA	0000032897
tab	0000032635
bat	0000002518	0000002519	0000002520
tuba	0000034337
abut	0000000135
byway	0000004277
bay	0000002569	0000002570	0000002571	0000002572	0000002573
ca	0000004290
CA	0000004289	0000004291
AC	0000000138
Piccadilly Circus	0000024346
checking account	0000005222
Arctic Circle	0000001520
hydrochloric acid	0000015895
cloud-cuckoo-land	0000005839
incandescence	0000016386
scorched-earth policy	0000028775
encyclopaedic	0000010550
nucleic acid	0000022188
credit account	0000007365
concordance	0000006470
coordinating conjunction	0000006934
citric acid	0000005575
compact disc	0000006301
electronic cigarette	0000010311
conference call	0000006520
technical college	0000032958
ice-cream cone	0000015985
acquiescence	0000000261
convalescence	0000006849
coalescence	0000005894
stock certificate	0000031689
Gothic architecture	0000013976
Christian Science	0000005449
physical science	0000024323
electric chair	0000010284
vice-chancellor	0000035735
electronic cash	0000010310
political science	0000024900
political correctness	0000024893
social science	0000030582
traffic circle	0000033964
carcinogenic	0000004630
technical school	0000032962
Episcopal Church	0000010767
chili con carne	0000005335
technical knockout	0000032960
technocratic	0000032971
clock-watcher	0000005785
coat check	0000005914
technocracy	0000032969
cowcatcher	0000007245
politically incorrect	0000024898
politically correct	0000024897
accomplice	0000000189
class consciousness	0000005657
circumstance	0000005559
collect call	0000006095
complacency	0000006338
current account	0000007677
clock-watching	0000005786
chocaholic	0000005393
chiropractic	0000005370
cockroach	0000005951
climactic	0000005740
iconoclastic	0000016009
cyclically	0000007758-001
cyclical	0000007758
class-conscious	0000005656
cappuccino	0000004583
occupancy	0000022351
ACDC	0000000226
cock-a-doodle-doo	0000005938
videocassette recorder	0000035762
socialized medicine	0000030578
decadence	0000008045
closed captioned	0000005801
accredited	0000000209
credit card	0000007366
didactic	0000008702
accede	0000000148
creme de la creme	0000007385
cassette recorder	0000004790
confidence game	0000006530
pedestrian precinct	0000023826
adolescence	0000000393
promenade concert	0000025757
transcendence	0000034017
chronic fatigue syndrome	0000005476
commander in chief	0000006217
certificated	0000005040
confederacy	0000006514
chicken-and-egg	0000005296
integrated circuit	0000017052
guidance counselor	0000014405
chickadee	0000005294
cheque card	0000005262
discretionary income	0000008969
encyclopedia	0000010549
incandescent	0000016387
accident-prone	0000000174
desiccate	0000008505
economy class syndrome	0000010121
cadence	0000004321
concentrated	0000006433
ascendency	0000001672
catty-cornered	0000004878
accented	0000000154
accepted	0000000161
commanding officer	0000006219
five oclock shadow	0000012128
self-contradictory	0000029133
compound fracture	0000006380
dogcatcher	0000009330
Dutch courage	0000009937
continuing education	0000006790
latchkey child	0000018362
churchwarden	0000005499
deck chair	0000008095
medical school	0000020156
accomplished	0000000191
childcare	0000005321
around-the-clock	0000001597
packed lunch	0000023245
Lord Chancellor	0000019183
secondary school	0000028998
hard currency	0000014751
kaleidoscopic	0000017905
coincidentally	0000006039-001
criminal record	0000007420
advice columnist	0000000447
coincidental	0000006039
indelicacy	0000016525
dialectic	0000008656
direct action	0000008826
candlestick	0000004489
cocktail dress	0000005955
uncomplicated	0000034691
advice column	0000000446
complicated	0000006360
occidental	0000022349
delicacy	0000008278
undemocratic	0000034727
democratic	0000008339
concession stand	0000006453
deposit account	0000008428
coeducation	0000005982
discrepancy	0000008965
desiccant	0000008504
accident	0000000170
picture-postcard	0000024376
picture postcard	0000024375
cowardice	0000007241
picture card	0000024372
practiced	0000025252
accredit	0000000207
cockade	0000005937
track record	0000033930
cracked	0000007275
cold cream	0000006057
second-class	0000029006
second class	0000029005
culs-de-sac	0000007622
cul-de-sac	0000007613
unaccustomed	0000034602
camcorder	0000004430
democracy	0000008337
accustomed	0000000225
country dance	0000007173
unaccounted	0000034601
Cape Cod	0000004558
scorecard	0000028780
sacred cow	0000028298
accused	0000000221
windchill factor	0000036790
codification	0000005978
sulfuric acid	0000032181
formic acid	0000012655
flaccid	0000012154
digital clock	0000008743
accordingly	0000000195
country dancing	0000007173
according to	0000000196
Russian Orthodox Church	0000028242
hypochondriac	0000015939
churchyard	0000005500
sulphuric acid	0000032191
radicchio	0000026459
clavichord	0000005678
cash discount	0000004772
Dutch auction	0000009936
vocal chords	0000035912
cold cash	0000006055
punch card	0000026093
catchword	0000004840
acidic	0000000243
contradistinction	0000006815
idiosyncratic	0000016050
nitric acid	0000021912
cylindrical	0000007764
diplomatic corps	0000008818
incommunicado	0000016445
contradiction	0000006813
prussic acid	0000025942
clock radio	0000005783
accordion	0000000197
contradictory	0000006814
contradict	0000006812
crackdown	0000007274
rock candy	0000027914
cold call	0000006053
cold-call	0000006054
vocal cords	0000035912
concordant	0000006471
cotton candy	0000007111
accord	0000000193
court card	0000007202
refracting telescope	0000027051
Justice of the Peace	0000017883
chemical engineering	0000005254
teachers college	0000032912
cottage cheese	0000007104
electoral college	0000010277
Worcestershire sauce	0000036991
cheesecake	0000005247
cream cheese	0000007341
par excellence	0000023528
coffee machine	0000006001
special effects	0000030960
coffee cake	0000005997
life expectancy	0000018751
criminal negligence	0000007419
service charge	0000029348
New York Stock Exchange	0000021808
electromagnetic	0000010305
electroshock therapy	0000010318
clinical thermometer	0000005760
earth science	0000010035
travelers check	0000034106
conversation piece	0000006869
Electra complex	0000010279
receptacle	0000026841
remote access	0000027271
expense account	0000011244
Worcester sauce	0000036990
gift certificate	0000013608
self-sacrifice	0000029184
magnificence	0000019543
electrification	0000010290
information science	0000016764
certificate	0000005039
firecracker	0000012023
special forces	0000030961
creature comforts	0000007356
electronic tagging	0000010316
ethnic cleansing	0000010959
eye-catching	0000011385
pocket change	0000024789
stock exchange	0000031691
cover charge	0000007221
central processing unit	0000005012
ticket agency	0000033488
schoolteacher	0000028743
reality check	0000026757
petrochemical	0000024178
cashless society	0000004778
Richter scale	0000027736
architecture	0000001515
checkmate	0000005224
weathercock	0000036316
encroachment	0000010542
perchance	0000023976
electronic mail	0000010313
telecommunications	0000033005
commercialize	0000006239
electrician	0000010286
social service	0000030584
concessionaire	0000006452
cocker spaniel	0000005944
science park	0000028755
electronically	0000010309
electrically	0000010281-001
complimentary close	0000006366
electrical storm	0000010282
electrical	0000010281
ecumenical	0000010128
computer literacy	0000006408
plate tectonics	0000024637
conceptualize	0000006440
pencil case	0000023890
excommunicate	0000011145
Copernican system	0000006943
ice cream	0000015984
access time	0000000169
contraceptive	0000006804
reciprocate	0000026858
acquiesce	0000000260
necklace	0000021634
call center	0000004387
cycle lane	0000007757
concealment	0000006425
convalescent	0000006850
translucence	0000034056
convalesce	0000006848
Clarence	0000005642
reluctance	0000027226
coalesce	0000005893
spectacle	0000030986
comeuppance	0000006198
concertmaster	0000006449
accouterments	0000000206
accoutrements	0000000206
countenance	0000007138
concentrate	0000006432
conveyance	0000006882
open access TV	0000022652
consecrate	0000006631
eye contact	0000011386
expectancy	0000011228
Peace Corps	0000023775
racecourse	0000026414
self-sacrificing	0000029185
sacrifice fly	0000028302
efficacious	0000010186
efficacy	0000010187
fighting chance	0000011911
insignificance	0000016943
significance	0000029881
specific gravity	0000030978
sacrifice hit	0000028303
facecloth	0000011426
scientifically	0000028756-001
specification	0000030977
rectification	0000026926
certification	0000005041
specifically	0000030976
circular file	0000005543
sacrifice	0000028300
confiscate	0000006545
gynecological	0000014501
inorganic chemistry	0000016892
hallucinogenic	0000014622
Prince Charming	0000025573
organic chemistry	0000022822
technologically	0000032972-001
psychological moment	0000025971
technological	0000032972
computer graphics	0000006405
sporting chance	0000031162
pelican crossing	0000023863
excruciating	0000011150
cocktail lounge	0000005956
ecologically	0000010109
stamp collecting	0000031376
ecological	0000010108
gastric ulcer	0000013359
carcinogen	0000004629
cognizance	0000006020
group practice	0000014336
lung cancer	0000019379
cache	0000004311
choke chain	0000005400
photochemical	0000024295
hot chocolate	0000015659
charter school	0000005178
Chechnya	0000005211
Rorschach test	0000028026
Christmas cookie	0000005458
callisthenics	0000004398
interscholastic	0000017199
calisthenics	0000004383
technicality	0000032959
mechanistic	0000020129
technician	0000032964
milk chocolate	0000020532
rain check	0000026520
chickpea	0000005299
melancholic	0000020201
chemically	0000005255
technically	0000032961
special school	0000030972
chemical	0000005253
accomplishment	0000000192
cochineal	0000005935
technical support	0000032963
technical	0000032957
mechanic	0000020123
mechanics	0000020127
mischance	0000020674
catechism	0000004842
schematic	0000028701
chicanery	0000005291
architect	0000001513
choke collar	0000005401
Czechoslovak	0000007779
paycheck	0000023750
chancellor	0000005109
concert hall	0000006447
chancel	0000005108
chocolate	0000005394
Comanche	0000006171
chance	0000005107
encroach	0000010541
technocrat	0000032970
trench coat	0000034151
chancery	0000005110
Scotch tape	0000028792
theocracy	0000033255
catcher	0000004835
Chaucer	0000005199
cachet	0000004312
political scientist	0000024901
reconciliation	0000026883
intercommunication	0000017106
anticlockwise	0000001251
panic-stricken	0000023396
Cecilia	0000004935
political economy	0000024894
commercialism	0000006237
microclimate	0000020417
curriculum vitae	0000007681
insurance policy	0000017035
conciliate	0000006456
social security	0000030583
excommunication	0000011146
uncommunicative	0000034690
communicative	0000006282
cinematic	0000005526
asceticism	0000001679
insouciance	0000016965
perspicacious	0000024122
placekick	0000024568
tick-tack-toe	0000033493
carsickness	0000004732-001
tic-tack-toe	0000033493
tick-tac-toe	0000033493
pack ice	0000023248
ice pack	0000015995
wisecrack	0000036872
commercially	0000006240
economically	0000010115
reciprocally	0000026857-001
clerical	0000005725
clavicle	0000005679
commercial	0000006236
uneconomical	0000034868
economical	0000010114
compliance	0000006357
complicate	0000006359
circulatory system	0000005548
anticyclone	0000001253
correctional	0000007038
canticle	0000004538
inculcate	0000016503
apoplectic	0000001339
police car	0000024867
reciprocal	0000026857
sceptical	0000028695	0000030085
circulate	0000005546
cervical	0000005049
communicate	0000006279
meritocracy	0000020304
ceramic	0000005023
ceramics	0000005024
concentration	0000006434
continuance	0000006786
connivance	0000006612
construction paper	0000006711
contraception	0000006803
consecration	0000006632
counteraction	0000007143
concertina	0000006448
contrivance	0000006833
cocaine	0000005933
oceanic	0000022365
preoccupation	0000025390
access point	0000000167
accretion	0000000210
Arctic Zone	0000001522
accession	0000000165
vaccine	0000035468
tic-tac-toe	0000033493
ice cap	0000015982
caprice	0000004584
practice	0000025251
cityscape	0000005586
ascetic	0000001678
ecstatic	0000010126
conjectural	0000006592
cackle	0000004313
crackle	0000007279
nutcracker	0000022229
peacock	0000023786
cupcake	0000007644
cracker	0000007276
crackers	0000007278
close call	0000005798
complacently	0000006339-001
stamp collector	0000031377
conceptually	0000006441
tax collector	0000032875
collocate	0000006112
coal scuttle	0000005900
commonplace	0000006267
economy class	0000010120
complacent	0000006339
cyclamen	0000007754
cancel	0000004477
contact lens	0000006740
translucency	0000034056
conceal	0000006424
conceptual	0000006439
conclave	0000006460
clean-cut	0000005685
scarcely	0000028667
clear-cut	0000005699
calyces	0000004420
Mecca	0000020122
necromancy	0000021637
consonance	0000006672
conservancy	0000006641
Constance	0000006686
catty-corner	0000004878
cancerous	0000004480
counteract	0000007142
concave	0000006422
acupuncture	0000000300
cancer	0000004479
accent	0000000152	0000000153
scarecrow	0000028670
accessory	0000000166
curvaceous	0000007703
accept	0000000157
scarce	0000028666
accuser	0000000222
accrue	0000000211
access	0000000162
accuse	0000000220
chaffinch	0000005065
traffic cop	0000033965
South Pacific	0000030846
witchcraft	0000036887
Pacific Rim	0000023232
calorific	0000004412
Confucianism	0000006560
confiscation	0000006546
Pacific	0000023229
pacific	0000023228
calcify	0000004353
frock coat	0000012969
hacking cough	0000014529
crosshatching	0000007489
Christmas stocking	0000005464
rocking chair	0000027924
chronologically	0000005479-001
psychologically	0000025970-001
chronological	0000005479
psychological	0000025970
coaching	0000005886
catching	0000004836
Chicago	0000005290
circuit training	0000005541
sociological	0000030592
tragicomic	0000033978
practicing	0000025253
crackling	0000007280
gimcrack	0000013627
accusingly	0000000223-001
accounting	0000000205
accusing	0000000223
cognac	0000006015
chinchilla	0000005354
chain stitch	0000005075
psychopathic	0000025975
chitchat	0000005378
John Hancock	0000017742
churchman	0000005498
chauvinistic	0000005203
hypocritically	0000015942-001
Catholicism	0000004864
hypocritical	0000015942
masochistic	0000019913
schismatic	0000028706
psychiatric	0000025958
matchstick	0000019970
nonalcoholic	0000021975
chronically	0000005475
alcoholic	0000000745
accomplish	0000000190
prophylactic	0000025820
scholastic	0000028720
catholic	0000004862
Catholic	0000004863
monochromatic	0000020952
monarchic	0000020914
psychosomatic	0000025977
chromatic	0000005469
Chicano	0000005292
sycophantic	0000032564
chiropractor	0000005371
chaotic	0000005128
sackcloth	0000028291
cock-a-hoop	0000005939
cram school	0000007301
cacophony	0000004314
cornstarch	0000007009
chancy	0000005111
coach	0000005885
couch potato	0000007117
cash crop	0000004770
cash cow	0000004769
scratch	0000028828
scratchy	0000028832
catch	0000004833
catchy	0000004841
piccalilli	0000024347
clinician	0000005761
conciliation	0000006457
socialistic	0000030574
Cincinnati	0000005520
narcissistic	0000021493
clinically	0000005759-001
clinical	0000005759
uncritically	0000034718-001
critically	0000007442	0000007443
complication	0000006361
classicism	0000005660
climatic	0000005743
conciliatory	0000006458
circulation	0000005547
uncritical	0000034718
circularity	0000005544
critical	0000007440	0000007441
classicist	0000005661
communication	0000006280
intricacy	0000017257
Victoria Cross	0000035752
capricious	0000004585
sciatic	0000028751
joint-stock company	0000017751
knickknack	0000018098
Molotov cocktail	0000020898
cocktail	0000005954
carsick	0000004732
cosmically	0000007078
comically	0000006208-001
collocation	0000006113
cynically	0000007767-001
cryptically	0000007573
crucially	0000007529-001
councilwoman	0000007130
councilman	0000007128
comical	0000006208
calcium	0000004354
laconic	0000018206
conical	0000006588
iconoclast	0000016008
volcanic	0000035935
cynical	0000007767
calico	0000004376
caloric	0000004410
circular	0000005542
crucial	0000007529
acrylic	0000000279
classic	0000005658
classics	0000005662
concomitant	0000006467
moccasin	0000020822
cosmic rays	0000007077
convocation	0000006893
contraction	0000006809
cornucopia	0000007011
occupation	0000022353
occasion	0000022345
Capricorn	0000004586
conspiracy	0000006680
narcotic	0000021496
concavity	0000006423
syntactic	0000032613
Corsica	0000007065
Socratic	0000030600
acoustics	0000000256
acoustic	0000000255
circa	0000005531
scarcity	0000028668
arctic	0000001519
caustic	0000004897
tactic	0000032676
rucksack	0000028153
clack	0000005616
quartz clock	0000026300
stock company	0000031690
cockatoo	0000005941
crackpot	0000007281
stock car	0000031688
cassock	0000004792
crack-up	0000007282
crack	0000007273
local color	0000019034
cross-cultural	0000007479
calculus	0000004361
consultancy	0000006719
plutocracy	0000024766
macrocosm	0000019476
compact	0000006297	0000006298	0000006299
accustom	0000000224
no-account	0000021927
constancy	0000006687
raccoon	0000026410
contractor	0000006810
occupant	0000022352
contract	0000006805	0000006806	0000006807
contact	0000006739
account	0000000199
CT scan	0000007585
cocoa	0000005959
copycat	0000006962
carrycot	0000004728
accost	0000000198
-cracy	0000007283
cactus	0000004315
caucus	0000004885
yucca	0000037311
CAD	0000004316
Independence Day	0000016535
attention deficit disorder	0000001884
middle distance	0000020449
middle-distance	0000020450
dedicated	0000008141
padded cell	0000023256
cut-and-dried	0000007725
addicted	0000000322
dead duck	0000007970
drug addict	0000009797
Donald Duck	0000009407
decade	0000008044
independent clause	0000016537
genetically modified	0000013477
self-educated	0000029145
semidetached	0000029223
World Trade Center	0000037055
deceased	0000008059
disaffected	0000008872
disenfranchised	0000008989
trade deficit	0000033939
griddle cake	0000014243
wedding cake	0000036348
unacknowledged	0000034603
thickheaded	0000033311
disenchanted	0000008986
secondhand smoke	0000029013
cold-heartedly	0000006061-001
coolheaded	0000006918
cold-hearted	0000006061
detached	0000008555
assisted suicide	0000001758
nickel-and-dime	0000021841
studio audience	0000031947
displaced person	0000009100
domesticated	0000009384
medicated	0000020158
dedicate	0000008140
undeclared	0000034726
descendant	0000008482
decadent	0000008046
uneducated	0000034869
educated	0000010160
golden handcuffs	0000013869
forced landing	0000012541
cannon fodder	0000004516
digital recording	0000008747
dialling code	0000008658
discouraged	0000008952
dodgem car	0000009319
handpicked	0000014682
hard cider	0000014745
cardholder	0000004637
second hand	0000029011	0000029012
secondhand	0000029010
dude ranch	0000009855
cheddar	0000005230
caddie	0000004319
air-conditioned	0000000655
Medicaid	0000020151
dedication	0000008142
identity card	0000016039
addictive	0000000324
jaundiced	0000017597
middle-class	0000020448
middle class	0000020447
radio-controlled	0000026467
distractedly	0000009189-001
candied	0000004486
riddance	0000027744
index card	0000016546
card index	0000004644
video card	0000035760
rice paddy	0000027727
distracted	0000009189
landlocked	0000018277
deadlock	0000007977
dreadlocks	0000009680
redundancy	0000026991
sword dance	0000032551
red card	0000026947
adduce	0000000332
Christmas pudding	0000005463
grandchild	0000014049
Punch-and-Judy show	0000026090
dachshund	0000007795
haddock	0000014536
individualistic	0000016595
addiction	0000000323
candidly	0000004485
wild card	0000036741
candid	0000004482
discordant	0000008945
ID card	0000016021
discard	0000008907
addict	0000000321
dockland	0000009299
paddock	0000023263
dockyard	0000009302
McDonalds	0000020072
donor card	0000009419
sound card	0000030798
caddy	0000004319	0000004320
deca-	0000008043
genetically engineered	0000013477
three-legged race	0000033400
defense mechanism	0000008190
underachievement	0000034734
apple-cheeked	0000001382
cheerleader	0000005241
death sentence	0000008011
intrauterine device	0000017253
private detective	0000025609
decelerate	0000008064
indefinite article	0000016521
definite article	0000008208
four-leaved clover	0000012732
confederate	0000006515
defecate	0000008177
cigarette holder	0000005515
exchange student	0000011124
director general	0000008840
acknowledgement	0000000250
eau de cologne	0000010077
garden center	0000013304
handkerchieves	0000014671
intermediate school	0000017143
underachiever	0000034735
underachieve	0000034733
overhead projector	0000023082
adherence	0000000340
student teacher	0000031942
terraced house	0000033140
reverse discrimination	0000027645
internal medicine	0000017157
special delivery	0000030958
manic-depressive	0000019721
police department	0000024869
second lieutenant	0000029015
deceleration	0000008065
special needs	0000030970
decentralize	0000008071
deliverance	0000008295
delicatessen	0000008281
radio telescope	0000026475
videocassette	0000035761
depreciate	0000008440
metal detector	0000020334
remand centre	0000027237
preponderance	0000025405
antecedent	0000001219
undersecretary	0000034793
tape recorder	0000032796
redecorate	0000026953
deprecate	0000008436
trade secret	0000033947
decrease	0000008132	0000008133
desecrate	0000008487
decease	0000008058
deface	0000008168
head office	0000014933
fresh-faced	0000012907
farfetched	0000011594
affectedly	0000000491-001
unaffected	0000034606
affected	0000000491
Cape of Good Hope	0000004560
magnetic field	0000019534
handkerchief	0000014670
disenfranchise	0000008988
further education	0000013142
henceforward	0000015107
chest of drawers	0000005280
certified mail	0000005044
desertification	0000008497
self-proclaimed	0000029176
frequency modulation	0000012900
self-contained	0000029132
funeral director	0000013098
defiance	0000008197
confederation	0000006517
defecation	0000008178
poker-faced	0000024844
fraudulence	0000012811
armed forces	0000001571
front-and-center	0000012979
face powder	0000011434
graphic designer	0000014099
greetings card	0000014228
greeting card	0000014228
vending machine	0000035613
kitchen garden	0000018059
wild-goose chase	0000036751
clear-sighted	0000005706
challenged	0000005088
unchallenged	0000034667
undercharge	0000034742
supercharged	0000032280
direct marketing	0000008835
pedestrian crossing	0000023825
stage direction	0000031332
dating service	0000007917
dwelling place	0000009957
discouragement	0000008953
recreation ground	0000026916
tape recording	0000032797
deprecating	0000008437
decreasing	0000008134
centigrade	0000004992
acknowledgment	0000000250
acknowledge	0000000249
collard greens	0000006087
decongestant	0000008118
covered wagon	0000007223
encouraged	0000010538
green card	0000014198
kidney machine	0000018001
Achilles tendon	0000000240
chandelier	0000005112
disenchantment	0000008987
merchandise	0000020283
mechanized	0000020132
Archimedes	0000001511
cash dispenser	0000004773
hackneyed	0000014531
detachment	0000008556
enhanced	0000010620
enchanted	0000010522
chartered	0000005174
decriminalize	0000008138
interior decoration	0000017129
altitude sickness	0000000899
decision-maker	0000008091
inconsiderately	0000016464-001
indelicate	0000016526
specialized	0000030968
medicine man	0000020164
medicine woman	0000020164
manic depression	0000019720
reconsideration	0000026888
inconsiderate	0000016464
interior decorator	0000017130
depreciation	0000008441
predicative	0000025324
dinner jacket	0000008797
adjective	0000000350
kaleidoscope	0000017904
Cinderella	0000005523
delicately	0000008280
lowest common denominator	0000019273
displacement	0000009101
clandestine	0000005630
considerately	0000006654-001
delectation	0000008265
Election Day	0000010272
perpendicular	0000024061
Icelander	0000015992
credentials	0000007359
decoratively	0000008126-001
apple cider	0000001383
delicate	0000008279
elucidate	0000010377
recommendation	0000026880
inverted commas	0000017308
predominance	0000025334
casement window	0000004762
domestic partner	0000009388
predicament	0000025321
democratize	0000008342
domesticate	0000009383
Medicare	0000020157
decimate	0000008086
deprecation	0000008438
desecration	0000008488
considerate	0000006654
sex education	0000029405
appendices	0000001372
increased	0000016486
audience	0000001919
directorate	0000008839
decorative	0000008126
predicate	0000025322	0000025323
exactitude	0000011083
tape deck	0000032792
quarterdeck	0000026293
Cleveland	0000005727
closed season	0000005806
penal code	0000023877
adolescent	0000000394
dry cleaner	0000009819
record player	0000026902
crowdpleaser	0000007520
declare	0000008102
Ten Commandments	0000033081
commandeer	0000006215
code name	0000005972
appendectomy	0000001371
soured cream	0000030818
country and western	0000007171
transcendent	0000034018
second nature	0000029017
entranced	0000010706
endurance	0000010573
ascendent	0000001673
secondary stress	0000028999
second-rate	0000029020
anecdote	0000001092
sacredness	0000028299
decanter	0000008052
eye candy	0000011384
tape-record	0000032795
deprecatory	0000008439
decorate	0000008123
red carpet	0000026948
escaped	0000010867
creased	0000007348
Descartes	0000008480
scattered	0000028683
educate	0000010159
decaf	0000008047
-faced	0000011428
disaffection	0000008873
duffel coat	0000009864
duffle coat	0000009864
disgracefully	0000009002-001
disgraceful	0000009002
disfranchise	0000008999
